,experiment,hour,device_make,platform_os,browser,yes
6184,control,0,Apple,101,6,0.0
6185,exposed,11,Apple,101,15,1.0
6186,control,4,Motorola,162,6,0.0
6187,exposed,14,Samsung,101,15,1.0
6188,exposed,8,Apple,171,7,1.0
6189,control,17,Apple,178,7,0.0
6190,exposed,15,Samsung,101,6,1.0
6191,exposed,7,Samsung,155,6,1.0
6192,exposed,13,Samsung,101,6,1.0
6193,control,3,Apple,101,6,0.0
6194,control,13,Apple,101,7,0.0
6195,exposed,3,Samsung,101,15,1.0
6196,exposed,1,Samsung,156,15,0.0
6197,control,19,Apple,101,7,0.0
6198,exposed,19,Google,101,6,0.0
6199,exposed,14,Samsung,101,6,1.0
6200,exposed,20,Samsung,101,6,1.0
6201,control,11,Apple,101,7,0.0
6202,exposed,13,Samsung,101,6,1.0
6203,exposed,3,Samsung,101,6,1.0
6204,exposed,1,Samsung,101,6,1.0
6205,exposed,18,Samsung,101,6,1.0
6206,exposed,12,Samsung,101,6,1.0
6207,exposed,4,Samsung,101,6,1.0
6208,control,8,Apple,168,7,0.0
6209,exposed,18,Samsung,101,15,0.0
6210,exposed,19,Apple,178,15,1.0
6211,exposed,0,Samsung,156,15,1.0
6212,exposed,6,Samsung,101,6,1.0
6213,control,0,Amazon,155,6,0.0
6214,control,14,Apple,101,15,0.0
6215,exposed,9,Apple,177,7,0.0
6216,control,4,Amazon,141,6,0.0
6217,exposed,5,Google,101,6,1.0
6218,control,20,Apple,167,6,0.0
6219,exposed,6,Google,101,15,0.0
6220,exposed,11,Apple,101,6,0.0
6221,exposed,11,Apple,171,7,1.0
6222,exposed,11,LG,162,15,0.0
6223,exposed,21,Samsung,101,6,1.0
6224,control,0,Apple,178,7,0.0
6225,control,8,LG,156,6,1.0
6226,exposed,5,Google,101,6,1.0
6227,exposed,13,Samsung,101,6,1.0
6228,control,1,Apple,101,6,0.0
6229,control,0,Apple,101,15,0.0
6230,exposed,18,Samsung,101,6,1.0
6231,control,9,Apple,178,6,0.0
6232,exposed,11,Google,101,6,1.0
6233,control,0,Apple,101,7,0.0
6234,exposed,0,Samsung,101,6,1.0
6235,exposed,10,Samsung,162,6,0.0
6236,exposed,18,Samsung,101,6,1.0
6237,exposed,21,Google,101,6,1.0
6238,exposed,6,Samsung,101,6,0.0
6239,control,3,Apple,101,6,0.0
6240,exposed,23,Apple,178,7,0.0
6241,exposed,1,Samsung,162,15,1.0
6242,control,8,Apple,178,6,0.0
6243,exposed,8,LG,154,6,0.0
6244,control,14,Apple,101,15,0.0
6245,exposed,6,Google,101,6,1.0
6246,exposed,6,Samsung,162,6,1.0
6247,control,4,Apple,178,7,0.0
6248,control,6,Apple,101,15,0.0
6249,control,5,Apple,174,6,0.0
6250,exposed,21,Apple,101,15,0.0
6251,exposed,5,Google,101,6,0.0
6252,control,16,Apple,101,15,1.0
6253,exposed,23,Samsung,162,6,0.0
6254,exposed,19,Samsung,101,6,0.0
6255,exposed,22,Samsung,101,6,1.0
6256,control,6,Apple,178,7,0.0
6257,exposed,3,Google,101,6,0.0
6258,exposed,7,Apple,101,7,0.0
6259,exposed,12,LG,140,6,0.0
6260,control,1,Apple,101,7,1.0
6261,exposed,5,Google,101,6,1.0
6262,control,1,Apple,178,15,0.0
6263,exposed,1,Samsung,101,6,1.0
6264,exposed,13,Apple,101,15,1.0
6265,exposed,1,Samsung,101,6,1.0
6266,exposed,0,Google,101,6,1.0
6267,exposed,13,Samsung,101,6,1.0
6268,exposed,9,Apple,101,15,0.0
6269,exposed,0,Samsung,101,6,0.0
6270,control,3,Apple,101,15,0.0
6271,exposed,6,Samsung,101,15,1.0
6272,exposed,14,Samsung,162,6,1.0
6273,control,17,Apple,178,15,0.0
6274,exposed,23,Apple,165,7,0.0
6275,exposed,2,Samsung,101,6,1.0
6276,control,17,Apple,174,7,0.0
6277,exposed,1,Samsung,162,6,0.0
6278,exposed,7,Google,101,6,1.0
6279,exposed,3,Samsung,101,6,1.0
6280,exposed,1,Samsung,101,6,1.0
6281,exposed,19,Google,101,6,1.0
6282,exposed,0,Google,101,6,1.0
6283,control,3,Apple,101,15,0.0
6284,control,0,Apple,101,6,0.0
6285,exposed,12,Samsung,101,15,1.0
6286,exposed,17,Samsung,101,6,1.0
6287,exposed,23,Apple,101,7,0.0
6288,exposed,11,Samsung,101,6,1.0
6289,exposed,3,Samsung,101,6,1.0
6290,exposed,1,Google,101,6,1.0
6291,control,2,Apple,101,15,0.0
6292,control,2,Samsung,162,15,1.0
6293,exposed,18,Google,101,15,0.0
6294,control,0,Apple,101,7,0.0
6295,exposed,0,Motorola,156,6,1.0
6296,control,20,Apple,101,6,0.0
6297,control,19,Apple,101,6,1.0
6298,exposed,4,Samsung,101,6,1.0
6299,control,3,LG,156,6,0.0
6300,exposed,5,Google,101,6,1.0
6301,exposed,3,Samsung,101,6,0.0
6302,control,0,Apple,101,15,0.0
6303,exposed,0,Apple,101,7,1.0
6304,control,11,Samsung,162,6,0.0
6305,exposed,2,Google,101,6,1.0
6306,exposed,19,Google,101,6,0.0
6307,control,16,Samsung,162,15,0.0
6308,control,2,Apple,171,15,0.0
6309,exposed,1,Samsung,101,6,1.0
6310,control,2,Apple,101,7,0.0
6311,control,4,Apple,101,15,0.0
6312,exposed,17,Samsung,101,6,0.0
6313,exposed,9,Samsung,101,6,1.0
6314,exposed,17,Samsung,101,15,1.0
6315,exposed,18,Samsung,101,6,1.0
6316,control,5,Apple,101,7,1.0
6317,exposed,17,Apple,174,7,1.0
6318,exposed,3,Google,101,6,0.0
6319,exposed,8,Motorola,162,6,1.0
6320,exposed,17,Samsung,101,6,1.0
6321,exposed,15,Apple,178,15,0.0
6322,exposed,18,Samsung,101,6,1.0
6323,control,3,Apple,101,6,0.0
6324,exposed,6,Tinno,155,6,0.0
6325,exposed,6,Google,101,6,1.0
6326,control,16,Apple,101,15,0.0
6327,exposed,3,Samsung,101,6,1.0
6328,exposed,17,Apple,101,6,1.0
6329,exposed,3,OnePlus,162,6,1.0
6330,exposed,22,Google,101,6,1.0
6331,exposed,14,Apple,101,7,0.0
6332,exposed,17,Samsung,101,15,1.0
6333,exposed,2,Google,101,6,1.0
6334,exposed,1,Samsung,101,15,0.0
6335,control,19,Apple,101,7,0.0
6336,exposed,21,Google,101,6,0.0
6337,exposed,13,LG,155,6,1.0
6338,control,1,Apple,101,7,0.0
6339,exposed,10,Google,101,6,1.0
6340,control,4,Apple,101,15,0.0
6341,exposed,6,Samsung,101,6,1.0
6342,control,3,Apple,101,7,0.0
6343,control,14,Apple,178,15,0.0
6344,exposed,11,Google,101,6,1.0
6345,exposed,18,Google,101,6,1.0
6346,control,20,Apple,101,7,1.0
6347,control,8,Apple,101,7,0.0
6348,control,1,Samsung,145,15,1.0
6349,exposed,22,Apple,174,7,1.0
6350,control,3,Apple,101,7,0.0
6351,control,7,Apple,101,15,0.0
6352,control,15,Apple,101,15,1.0
6353,control,6,Uniscom,154,6,0.0
6354,exposed,17,Samsung,101,6,1.0
6355,control,15,Apple,101,7,0.0
6356,control,7,Apple,101,7,0.0
6357,control,21,Apple,101,7,0.0
6358,control,7,Apple,101,7,1.0
6359,control,20,Apple,101,15,0.0
6360,exposed,7,Motorola,156,6,1.0
6361,exposed,17,Google,101,6,1.0
6362,exposed,17,Samsung,101,6,0.0
6363,exposed,8,Samsung,101,15,0.0
6364,exposed,23,Apple,101,6,0.0
6365,exposed,1,Samsung,101,15,1.0
6366,exposed,16,HTC,162,6,1.0
6367,exposed,2,Apple,178,7,1.0
6368,exposed,18,Samsung,101,6,0.0
6369,exposed,3,Samsung,101,6,1.0
6370,control,13,Apple,101,15,0.0
6371,control,23,Apple,101,7,0.0
6372,control,13,Amazon,141,6,0.0
6373,exposed,4,Google,101,6,1.0
6374,control,16,Apple,174,15,0.0
6375,exposed,2,Samsung,162,6,1.0
6376,control,2,Apple,101,7,0.0
6377,control,22,Apple,174,7,0.0
6378,exposed,23,Apple,101,7,0.0
6379,control,22,Apple,101,15,0.0
6380,exposed,23,Google,101,6,1.0
6381,control,16,Apple,101,7,0.0
6382,exposed,0,Samsung,101,6,1.0
6383,control,14,Apple,101,7,1.0
6384,control,3,Apple,101,7,0.0
6385,exposed,2,Google,101,6,1.0
6386,exposed,7,Samsung,101,6,1.0
6387,exposed,22,Motorola,162,6,0.0
6388,exposed,23,Samsung,101,6,1.0
6389,exposed,11,Samsung,156,6,1.0
6390,exposed,16,Samsung,101,6,1.0
6391,exposed,2,Samsung,179,6,0.0
6392,exposed,4,Samsung,101,6,1.0
6393,exposed,15,Apple,101,7,1.0
6394,exposed,15,Samsung,101,6,0.0
6395,exposed,19,Google,101,6,1.0
6396,control,2,Apple,101,15,1.0
6397,control,1,Apple,101,7,0.0
6398,exposed,0,LG,162,6,0.0
6399,exposed,9,Amazon,155,6,1.0
6400,control,16,Apple,101,7,0.0
6401,exposed,23,Apple,101,7,1.0
6402,control,8,Apple,101,6,0.0
6403,exposed,17,Google,101,6,1.0
6404,exposed,21,Google,101,6,1.0
6405,exposed,1,Google,101,6,1.0
6406,exposed,16,Apple,178,7,0.0
6407,exposed,13,Samsung,101,6,1.0
6408,exposed,20,Samsung,101,6,1.0
6409,exposed,23,Apple,101,15,0.0
6410,control,4,Apple,174,7,0.0
6411,exposed,11,Apple,101,15,1.0
6412,exposed,0,Samsung,101,6,1.0
6413,exposed,9,Samsung,162,6,0.0
6414,control,21,Motorola,162,6,1.0
6415,control,6,Samsung,101,6,0.0
6416,control,15,Apple,101,7,0.0
6417,exposed,0,LG,162,6,1.0
6418,exposed,10,Samsung,101,6,1.0
6419,exposed,11,Samsung,162,6,1.0
6420,exposed,2,Google,101,6,1.0
6421,control,4,Apple,101,15,1.0
6422,control,1,Apple,101,15,0.0
6423,exposed,3,Samsung,101,6,1.0
6424,exposed,17,Samsung,101,6,1.0
6425,control,11,Motorola,162,6,0.0
6426,control,4,Apple,101,6,0.0
6427,control,10,Apple,178,7,0.0
6428,exposed,4,Apple,101,15,1.0
6429,control,3,Apple,101,15,0.0
6430,exposed,6,Samsung,101,6,1.0
6431,control,4,Samsung,101,6,0.0
6432,exposed,21,Samsung,101,6,1.0
6433,exposed,16,Google,101,6,1.0
6434,exposed,17,Samsung,101,15,1.0
6435,exposed,4,Samsung,156,6,1.0
6436,control,7,Apple,101,7,0.0
6437,exposed,4,Google,101,6,1.0
6438,control,4,Apple,101,7,0.0
6439,exposed,7,Samsung,101,6,1.0
6440,exposed,23,Apple,174,15,0.0
6441,exposed,10,Samsung,101,15,1.0
6442,control,4,Apple,101,15,0.0
6443,control,0,Apple,153,7,0.0
6444,exposed,15,Google,101,6,1.0
6445,exposed,9,Google,101,6,1.0
6446,exposed,23,Apple,101,15,0.0
6447,exposed,4,Samsung,101,6,1.0
6448,control,1,Apple,101,7,0.0
6449,exposed,12,Samsung,101,6,1.0
6450,control,18,Samsung,155,15,1.0
6451,exposed,8,Blu,156,6,1.0
6452,exposed,15,Google,101,6,1.0
6453,exposed,0,Samsung,101,6,1.0
6454,control,20,Apple,178,7,1.0
6455,exposed,0,Samsung,101,15,1.0
6456,control,15,Apple,101,7,1.0
6457,exposed,9,Apple,101,15,1.0
6458,control,22,Apple,101,7,0.0
6459,control,3,Apple,144,7,0.0
6460,exposed,23,Apple,101,7,0.0
6461,exposed,4,Apple,101,7,0.0
6462,control,7,Apple,101,7,0.0
6463,control,19,Apple,101,7,0.0
6464,control,3,Amazon,155,6,0.0
6465,exposed,8,Samsung,162,15,1.0
6466,exposed,1,Apple,101,15,0.0
6467,control,15,Apple,101,15,0.0
6468,control,1,Apple,101,7,1.0
6469,exposed,18,Samsung,101,6,0.0
6470,control,0,Apple,101,6,0.0
6471,control,4,Apple,101,7,1.0
6472,exposed,23,Apple,178,6,0.0
6473,control,17,Apple,175,7,1.0
6474,exposed,1,Samsung,101,6,0.0
6475,exposed,4,Samsung,101,6,1.0
6476,exposed,16,Samsung,101,6,1.0
6477,exposed,4,Apple,177,7,0.0
6478,exposed,17,Google,101,6,1.0
6479,control,1,Apple,101,7,0.0
6480,control,19,Apple,101,7,0.0
6481,control,1,Apple,101,6,0.0
6482,exposed,4,Google,101,6,1.0
6483,exposed,2,Samsung,101,6,1.0
6484,control,2,Apple,101,15,0.0
6485,exposed,0,Google,101,6,1.0
6486,exposed,23,Samsung,162,15,0.0
6487,exposed,20,LG,145,15,1.0
6488,exposed,0,TCL,140,15,1.0
6489,exposed,20,Apple,176,7,0.0
6490,control,4,Apple,178,6,0.0
6491,control,12,Apple,101,7,0.0
6492,control,3,Apple,101,6,0.0
6493,control,14,Samsung,156,6,1.0
6494,control,8,Apple,101,7,0.0
6495,control,6,Apple,101,6,1.0
6496,exposed,3,Samsung,101,15,0.0
6497,exposed,20,Samsung,101,6,0.0
6498,exposed,2,Apple,101,15,1.0
6499,exposed,5,Samsung,101,15,0.0
6500,exposed,1,Samsung,101,6,1.0
6501,exposed,3,Samsung,101,6,1.0
6502,exposed,1,Apple,101,15,0.0
6503,exposed,18,Apple,101,15,1.0
6504,control,1,Apple,101,15,0.0
6505,exposed,0,Samsung,101,6,1.0
6506,exposed,22,Samsung,101,6,1.0
6507,exposed,19,Samsung,101,15,0.0
6508,control,0,Apple,144,7,0.0
6509,exposed,1,Google,101,6,1.0
6510,control,7,Apple,178,7,0.0
6511,exposed,13,Google,101,6,0.0
6512,exposed,23,Apple,101,7,0.0
6513,exposed,21,Apple,101,15,0.0
6514,control,1,Apple,101,7,0.0
6515,exposed,16,Apple,177,15,0.0
6516,exposed,23,Apple,101,6,0.0
6517,exposed,13,Samsung,101,6,1.0
6518,exposed,22,Apple,101,7,0.0
6519,exposed,7,Samsung,155,6,0.0
6520,control,0,Apple,101,15,0.0
6521,exposed,10,Motorola,156,6,1.0
6522,control,16,Apple,101,7,0.0
6523,exposed,19,Samsung,101,6,0.0
6524,control,4,Apple,101,7,0.0
6525,control,22,Samsung,156,6,1.0
6526,exposed,19,Google,101,6,1.0
6527,exposed,23,Apple,101,7,0.0
6528,exposed,13,Samsung,101,6,1.0
6529,exposed,10,Samsung,155,6,1.0
6530,control,21,Apple,101,15,0.0
6531,exposed,15,Samsung,101,6,1.0
6532,exposed,10,Google,101,6,1.0
6533,control,4,Apple,101,15,0.0
6534,control,5,Apple,101,7,0.0
6535,exposed,15,Samsung,101,15,1.0
6536,exposed,4,Samsung,101,6,1.0
6537,control,5,Apple,101,7,0.0
6538,exposed,0,Samsung,162,6,1.0
6539,exposed,10,Apple,101,15,0.0
6540,exposed,19,Samsung,101,6,0.0
6541,control,13,Samsung,162,6,0.0
6542,exposed,4,Google,101,6,0.0
6543,control,14,Apple,101,15,0.0
6544,control,5,Apple,101,7,0.0
6545,control,6,Apple,161,15,0.0
6546,exposed,1,Apple,175,7,0.0
6547,control,2,Apple,174,15,0.0
6548,exposed,5,Google,101,6,1.0
6549,exposed,15,Google,101,6,1.0
6550,exposed,19,Apple,175,7,0.0
6551,control,6,Apple,101,15,0.0
6552,control,17,LG,162,6,0.0
6553,exposed,22,Samsung,101,6,1.0
6554,control,10,Apple,101,7,0.0
6555,control,6,LG,162,6,1.0
6556,exposed,1,Samsung,156,15,1.0
6557,exposed,0,Google,162,6,1.0
6558,control,6,Apple,101,6,0.0
6559,exposed,0,Google,101,6,1.0
6560,control,14,Apple,101,15,0.0
6561,exposed,20,Google,101,6,1.0
6562,control,16,Apple,101,7,1.0
6563,exposed,4,Apple,101,6,0.0
6564,exposed,13,Google,101,6,1.0
6565,exposed,21,Samsung,155,6,1.0
6566,exposed,8,Google,101,6,1.0
6567,control,14,Apple,178,7,0.0
6568,exposed,13,Motorola,155,6,1.0
6569,control,23,Apple,101,7,0.0
6570,exposed,5,Samsung,179,6,0.0
6571,control,19,Apple,101,7,0.0
6572,control,16,Apple,166,7,0.0
6573,control,16,Apple,101,6,0.0
6574,exposed,17,Samsung,101,6,1.0
6575,exposed,3,Google,101,6,1.0
6576,exposed,21,Samsung,101,6,1.0
6577,exposed,18,Samsung,162,15,0.0
6578,control,11,Apple,101,15,0.0
6579,exposed,0,Google,101,6,1.0
6580,exposed,16,Google,101,6,1.0
6581,control,10,Apple,101,6,0.0
6582,exposed,13,Google,101,6,0.0
6583,exposed,19,Samsung,101,6,1.0
6584,control,1,Apple,101,15,0.0
6585,exposed,19,Samsung,101,6,1.0
6586,exposed,10,Samsung,101,15,1.0
6587,exposed,23,Apple,101,7,0.0
6588,exposed,0,Samsung,101,6,1.0
6589,exposed,18,Samsung,101,6,1.0
6590,exposed,17,Samsung,101,6,1.0
6591,exposed,22,Amazon,141,6,0.0
6592,exposed,18,Samsung,101,6,1.0
6593,exposed,12,Google,101,6,1.0
6594,exposed,17,Amazon,155,6,0.0
6595,exposed,7,Samsung,155,15,1.0
6596,exposed,12,Google,101,6,1.0
6597,control,18,Apple,101,7,0.0
6598,exposed,19,Apple,175,7,0.0
6599,exposed,16,Samsung,155,15,1.0
6600,exposed,0,Google,101,6,1.0
6601,exposed,16,Apple,172,7,0.0
6602,control,21,Apple,101,15,0.0
6603,exposed,5,Samsung,156,15,1.0
6604,exposed,19,Google,101,6,1.0
6605,exposed,16,Samsung,101,6,1.0
6606,exposed,1,Samsung,101,6,1.0
6607,control,15,Samsung,162,6,0.0
6608,control,18,Apple,101,15,0.0
6609,exposed,1,Samsung,101,6,1.0
6610,exposed,22,Apple,178,7,1.0
6611,exposed,6,Samsung,101,6,0.0
6612,exposed,13,Google,101,6,1.0
6613,exposed,4,Apple,101,15,0.0
6614,control,1,Apple,178,7,0.0
6615,exposed,12,TCL,162,6,0.0
6616,exposed,1,Samsung,101,6,1.0
6617,exposed,23,Apple,101,15,0.0
6618,exposed,2,Samsung,101,15,0.0
6619,control,22,Apple,101,7,0.0
6620,exposed,18,Google,101,6,1.0
6621,control,8,Apple,101,7,0.0
6622,control,2,Apple,178,7,1.0
6623,exposed,8,Google,101,6,0.0
6624,exposed,13,OnePlus,162,6,1.0
6625,control,4,Apple,101,6,0.0
6626,control,14,Vivo,162,6,0.0
6627,exposed,0,Samsung,101,6,1.0
6628,exposed,1,Apple,101,7,0.0
6629,exposed,11,Samsung,101,15,1.0
6630,control,1,Apple,101,6,0.0
6631,exposed,4,Samsung,101,15,1.0
6632,exposed,7,Samsung,101,6,1.0
6633,exposed,0,Samsung,101,15,1.0
6634,exposed,7,Motorola,156,6,1.0
6635,exposed,17,Apple,176,7,0.0
6636,exposed,7,Motorola,156,15,0.0
6637,exposed,7,Apple,101,6,1.0
6638,exposed,19,Apple,178,15,1.0
6639,exposed,21,Samsung,101,6,1.0
6640,control,18,ZTE,156,6,1.0
6641,exposed,0,Samsung,162,15,1.0
6642,exposed,19,Apple,101,15,1.0
6643,exposed,13,Samsung,101,6,1.0
6644,exposed,23,Apple,101,7,0.0
6645,control,2,Apple,101,7,1.0
6646,exposed,16,Google,101,6,1.0
6647,exposed,5,Motorola,155,15,1.0
6648,control,20,Apple,101,15,0.0
6649,control,19,Apple,178,6,0.0
6650,exposed,18,Samsung,101,15,1.0
6651,exposed,0,Apple,178,7,0.0
6652,control,16,Apple,101,7,0.0
6653,exposed,9,Samsung,101,6,1.0
6654,exposed,15,Samsung,101,6,1.0
6655,control,7,Apple,101,15,0.0
6656,exposed,4,Samsung,101,6,1.0
6657,control,11,Apple,101,6,0.0
6658,exposed,7,Samsung,101,6,1.0
6659,control,6,Apple,101,15,0.0
6660,control,10,Motorola,156,6,1.0
6661,exposed,19,Apple,101,7,0.0
6662,exposed,6,Samsung,101,15,1.0
6663,control,1,Apple,101,7,0.0
6664,exposed,4,Samsung,101,6,1.0
6665,exposed,1,Samsung,101,6,1.0
6666,exposed,1,TCL,155,6,0.0
6667,control,4,Apple,101,15,0.0
6668,control,17,Apple,101,15,1.0
6669,exposed,17,Google,101,6,1.0
6670,control,5,Apple,101,7,0.0
6671,control,13,Apple,148,7,0.0
6672,control,4,Apple,101,7,0.0
6673,exposed,21,Apple,101,15,1.0
6674,control,15,Apple,178,7,0.0
6675,control,19,Apple,101,15,0.0
6676,control,9,Apple,101,15,0.0
6677,control,1,Apple,101,15,0.0
6678,control,5,Apple,101,6,0.0
6679,exposed,1,Motorola,156,6,1.0
6680,exposed,2,Samsung,101,6,1.0
6681,exposed,4,Samsung,101,6,1.0
6682,exposed,1,Apple,101,7,1.0
6683,exposed,17,Samsung,162,6,0.0
6684,control,22,Apple,101,15,1.0
6685,exposed,3,Samsung,101,6,1.0
6686,control,21,Apple,178,7,1.0
6687,exposed,5,Samsung,101,6,1.0
6688,control,16,Apple,178,15,0.0
6689,control,5,Apple,175,7,0.0
6690,control,0,Samsung,162,6,0.0
6691,exposed,4,Amazon,101,6,0.0
6692,exposed,16,Apple,178,7,0.0
6693,control,20,Apple,101,6,0.0
6694,exposed,0,Samsung,179,15,1.0
6695,exposed,19,Apple,175,7,1.0
6696,exposed,19,Samsung,155,15,0.0
6697,control,17,Apple,101,7,0.0
6698,exposed,4,Apple,101,7,0.0
6699,exposed,3,Google,101,6,1.0
6700,exposed,22,Samsung,101,6,1.0
6701,exposed,3,Samsung,162,6,0.0
6702,control,11,Apple,101,7,0.0
6703,exposed,11,Google,101,6,1.0
6704,exposed,15,Google,101,15,0.0
6705,exposed,3,Google,101,6,1.0
6706,exposed,15,Google,101,6,0.0
6707,exposed,0,Samsung,101,6,1.0
6708,control,2,Apple,101,7,0.0
6709,exposed,23,Apple,101,7,0.0
6710,exposed,5,Samsung,101,6,1.0
6711,control,2,Apple,101,15,0.0
6712,control,21,Samsung,162,15,0.0
6713,exposed,18,Samsung,162,15,1.0
6714,control,15,Apple,101,7,1.0
6715,exposed,2,Samsung,101,6,1.0
6716,exposed,5,Samsung,101,15,0.0
6717,exposed,5,Apple,101,15,0.0
6718,exposed,1,Samsung,101,6,1.0
6719,exposed,20,Google,101,6,1.0
6720,control,2,Apple,101,7,0.0
6721,exposed,1,Google,101,6,1.0
6722,exposed,8,Google,101,15,0.0
6723,exposed,13,Google,101,6,1.0
6724,control,7,Apple,175,15,0.0
6725,control,10,Samsung,101,6,0.0
6726,control,1,Apple,101,15,0.0
6727,exposed,16,Apple,101,7,0.0
6728,exposed,14,Samsung,101,6,0.0
6729,control,22,Apple,178,15,1.0
6730,control,16,Apple,101,15,0.0
6731,exposed,16,Samsung,155,6,1.0
6732,control,2,Apple,174,15,0.0
6733,exposed,13,Google,101,6,1.0
6734,control,0,Apple,101,7,0.0
6735,exposed,0,Samsung,156,6,1.0
6736,exposed,23,Apple,101,7,0.0
6737,exposed,17,Samsung,101,6,1.0
6738,exposed,2,Samsung,156,6,1.0
6739,control,0,Apple,101,7,0.0
6740,control,1,Apple,101,7,0.0
6741,exposed,6,Samsung,101,15,1.0
6742,control,7,Apple,101,7,0.0
6743,exposed,4,Samsung,101,15,1.0
6744,control,3,Apple,101,7,0.0
6745,control,18,Apple,101,7,1.0
6746,exposed,2,Google,101,6,0.0
6747,exposed,13,Apple,101,15,1.0
6748,exposed,10,Samsung,162,6,0.0
6749,control,4,Apple,101,7,0.0
6750,exposed,17,Samsung,101,6,1.0
6751,exposed,5,Google,101,6,0.0
6752,control,15,Apple,178,6,0.0
6753,exposed,0,Samsung,145,6,1.0
6754,control,5,Apple,101,7,0.0
6755,exposed,21,Motorola,162,6,1.0
6756,exposed,0,Apple,178,7,1.0
6757,exposed,4,Apple,101,6,1.0
6758,exposed,4,Apple,101,7,0.0
6759,exposed,23,Apple,101,7,0.0
6760,control,10,Apple,101,7,0.0
6761,control,3,Apple,101,6,0.0
6762,control,20,Apple,171,7,0.0
6763,control,10,Google,101,6,0.0
6764,exposed,6,Motorola,162,6,1.0
6765,control,2,Apple,178,6,0.0
6766,exposed,0,Samsung,101,6,1.0
6767,exposed,1,Google,101,6,0.0
6768,control,9,Apple,178,15,0.0
6769,exposed,7,Apple,101,7,0.0
6770,exposed,16,Google,101,6,0.0
6771,exposed,16,Samsung,101,6,1.0
6772,control,2,Apple,101,6,0.0
6773,control,20,Apple,101,7,0.0
6774,exposed,21,Google,101,6,1.0
6775,exposed,1,Samsung,101,6,1.0
6776,exposed,2,Google,101,15,1.0
6777,control,9,Apple,101,7,0.0
6778,control,3,Google,101,6,1.0
6779,exposed,18,Samsung,101,6,1.0
6780,exposed,16,Google,179,6,0.0
6781,exposed,3,Google,101,6,1.0
6782,exposed,4,Apple,101,6,1.0
6783,control,11,Apple,101,6,0.0
6784,control,22,Apple,101,15,0.0
6785,exposed,1,Apple,178,7,0.0
6786,exposed,15,Samsung,101,15,1.0
6787,control,9,Apple,101,15,0.0
6788,control,9,Apple,174,7,0.0
6789,exposed,2,Google,101,6,1.0
6790,control,15,Apple,146,7,0.0
6791,exposed,2,Samsung,101,6,0.0
6792,exposed,16,Samsung,162,15,1.0
6793,control,15,Apple,101,7,0.0
6794,exposed,0,Samsung,162,6,0.0
6795,control,4,Apple,101,7,0.0
6796,exposed,21,Samsung,101,6,1.0
6797,exposed,12,Apple,178,7,0.0
6798,control,16,Samsung,162,6,0.0
6799,control,15,Apple,171,7,0.0
6800,exposed,5,Google,101,6,1.0
6801,control,7,Apple,101,7,0.0
6802,exposed,7,Samsung,101,15,1.0
6803,exposed,3,Samsung,101,6,1.0
6804,exposed,4,Google,101,15,1.0
6805,exposed,14,Google,101,6,0.0
6806,exposed,8,Apple,167,7,1.0
6807,exposed,3,Samsung,101,15,1.0
6808,control,14,Apple,101,7,1.0
6809,exposed,4,Samsung,101,15,1.0
6810,exposed,16,Samsung,162,6,1.0
6811,exposed,1,Google,101,6,0.0
6812,exposed,21,Samsung,162,6,1.0
6813,exposed,2,Google,101,6,1.0
6814,control,1,Google,154,6,0.0
6815,control,4,Apple,101,15,0.0
6816,control,3,Apple,101,15,0.0
6817,exposed,7,Samsung,101,6,0.0
6818,exposed,20,Samsung,155,15,0.0
6819,control,22,Apple,174,15,0.0
6820,exposed,23,Apple,178,7,0.0
6821,exposed,11,Apple,101,15,0.0
6822,control,0,Asus,139,6,0.0
6823,exposed,20,Google,101,6,1.0
6824,exposed,17,Samsung,101,6,1.0
6825,exposed,10,Apple,101,15,0.0
6826,exposed,8,Apple,101,6,1.0
6827,control,21,Motorola,155,6,0.0
6828,exposed,16,Google,101,15,0.0
6829,exposed,23,Apple,101,6,0.0
6830,exposed,15,Samsung,101,6,0.0
6831,control,3,Apple,101,7,0.0
6832,control,11,Apple,101,7,0.0
6833,exposed,23,Apple,178,6,0.0
6834,exposed,9,Samsung,101,6,1.0
6835,exposed,22,Apple,101,7,0.0
6836,control,1,Samsung,162,6,1.0
6837,control,18,Apple,101,7,0.0
6838,exposed,1,Samsung,101,15,1.0
6839,exposed,23,Apple,101,7,0.0
6840,control,21,Apple,178,7,0.0
6841,control,2,Apple,101,7,0.0
6842,exposed,16,Google,101,6,0.0
6843,control,12,Apple,101,7,0.0
6844,control,5,Apple,101,7,0.0
6845,exposed,18,Samsung,101,6,1.0
6846,control,7,Apple,178,7,1.0
6847,exposed,17,Samsung,101,6,1.0
6848,control,12,Apple,178,15,0.0
6849,control,21,Apple,101,7,0.0
6850,exposed,18,Google,101,6,1.0
6851,exposed,1,Google,101,6,1.0
6852,exposed,15,Google,101,6,1.0
6853,control,18,Apple,178,15,0.0
6854,control,19,Apple,101,15,0.0
6855,control,19,Apple,178,7,1.0
6856,exposed,2,Samsung,101,6,1.0
6857,exposed,4,Google,101,6,1.0
6858,exposed,7,Apple,101,15,0.0
6859,exposed,0,Apple,101,7,0.0
6860,control,6,Apple,101,7,0.0
6861,exposed,4,Samsung,101,6,1.0
6862,control,15,Apple,101,7,0.0
6863,control,21,Apple,101,7,0.0
6864,control,0,Apple,101,15,0.0
6865,control,0,Apple,101,7,0.0
6866,exposed,16,Samsung,101,15,1.0
