,experiment,hour,device_make,platform_os,browser,yes
10226,exposed,6,Samsung,101,6,1.0
10227,exposed,1,HTC,156,6,1.0
10228,exposed,11,Apple,101,15,0.0
10229,exposed,3,Google,101,6,1.0
10230,exposed,10,Samsung,162,6,1.0
10231,exposed,4,Samsung,101,6,1.0
10232,control,2,Apple,178,7,0.0
10233,exposed,3,Apple,101,7,0.0
10234,exposed,16,Samsung,101,15,0.0
10235,exposed,12,Samsung,101,6,1.0
10236,exposed,23,Apple,101,15,0.0
10237,exposed,4,Google,101,6,1.0
10238,exposed,6,Samsung,101,6,1.0
10239,exposed,23,Apple,101,15,0.0
10240,exposed,3,Google,101,15,1.0
10241,exposed,18,Apple,101,7,0.0
10242,exposed,16,Samsung,101,6,1.0
10243,exposed,8,Samsung,162,15,1.0
10244,exposed,9,LG,156,15,1.0
10245,exposed,15,Motorola,155,15,1.0
10246,exposed,4,Samsung,101,6,0.0
10247,exposed,13,Motorola,162,15,1.0
10248,control,15,Apple,101,15,1.0
10249,control,6,Apple,101,7,0.0
10250,control,4,Samsung,162,6,0.0
10251,exposed,10,LG,156,6,1.0
10252,control,16,Apple,101,7,0.0
10253,exposed,19,Samsung,156,6,1.0
10254,exposed,0,Samsung,101,6,0.0
10255,exposed,0,Samsung,101,15,1.0
10256,exposed,1,Samsung,162,6,1.0
10257,exposed,1,Samsung,101,6,1.0
10258,exposed,19,Google,101,6,1.0
10259,control,10,Samsung,101,6,1.0
10260,exposed,21,Apple,175,15,0.0
10261,exposed,13,Samsung,101,6,1.0
10262,exposed,6,Samsung,101,15,1.0
10263,exposed,17,Google,101,6,1.0
10264,control,12,Apple,101,7,0.0
10265,control,15,Apple,101,7,0.0
10266,exposed,2,OnePlus,162,15,1.0
10267,exposed,0,Samsung,179,6,0.0
10268,control,1,Apple,101,7,0.0
10269,exposed,19,Samsung,101,6,1.0
10270,control,2,Apple,101,6,1.0
10271,control,18,Apple,101,6,0.0
10272,exposed,17,Apple,177,7,0.0
10273,control,1,Apple,101,7,0.0
10274,exposed,9,Samsung,101,6,1.0
10275,control,19,Apple,178,7,0.0
10276,exposed,1,Samsung,101,6,1.0
10277,exposed,23,Apple,101,7,0.0
10278,exposed,3,Samsung,101,6,1.0
10279,control,5,Apple,101,15,1.0
10280,exposed,11,Google,101,6,1.0
10281,exposed,23,Apple,166,7,0.0
10282,exposed,1,Samsung,101,6,1.0
10283,exposed,6,Google,101,6,1.0
10284,exposed,11,Motorola,162,6,1.0
10285,exposed,2,Samsung,101,6,1.0
10286,exposed,8,Samsung,101,6,1.0
10287,control,17,Samsung,101,6,0.0
10288,exposed,21,Samsung,101,6,1.0
10289,exposed,0,Google,101,6,1.0
10290,exposed,3,Samsung,101,6,1.0
10291,exposed,23,Apple,178,15,0.0
10292,control,15,Apple,101,7,0.0
10293,exposed,23,Apple,175,7,1.0
10294,exposed,14,Google,101,6,1.0
10295,exposed,17,Google,101,6,1.0
10296,control,11,Apple,178,6,1.0
10297,exposed,2,Google,101,6,1.0
10298,exposed,4,Samsung,101,6,1.0
10299,control,7,Apple,101,7,0.0
10300,control,1,Samsung,162,6,0.0
10301,exposed,23,Apple,101,7,0.0
10302,exposed,0,Motorola,156,15,0.0
10303,exposed,2,Samsung,101,6,1.0
10304,control,15,Apple,101,6,1.0
10305,exposed,23,Samsung,101,6,1.0
10306,exposed,16,Samsung,156,6,0.0
10307,exposed,18,Samsung,101,6,1.0
10308,exposed,12,Samsung,101,6,1.0
10309,exposed,0,Apple,101,7,0.0
10310,control,2,Apple,101,7,0.0
10311,control,16,Samsung,139,6,0.0
10312,exposed,18,Samsung,101,6,1.0
10313,control,0,Apple,101,15,0.0
10314,exposed,12,Apple,178,7,0.0
10315,exposed,5,Samsung,179,6,0.0
10316,exposed,5,Samsung,101,6,1.0
10317,exposed,22,Samsung,101,6,1.0
10318,control,13,Samsung,101,6,0.0
10319,exposed,17,Samsung,101,6,1.0
10320,exposed,14,Apple,101,15,1.0
10321,control,8,Samsung,162,6,1.0
10322,control,18,Samsung,162,6,0.0
10323,control,20,Amazon,140,6,0.0
10324,exposed,11,Samsung,101,15,1.0
10325,exposed,21,Google,101,6,1.0
10326,exposed,10,Samsung,101,6,1.0
10327,exposed,22,Samsung,101,6,1.0
10328,exposed,3,Google,101,6,1.0
10329,control,12,Amazon,141,6,0.0
10330,control,17,Apple,101,6,0.0
10331,exposed,5,Apple,101,7,1.0
10332,control,22,Samsung,162,6,0.0
10333,control,5,Amazon,141,6,0.0
10334,control,9,Apple,163,7,1.0
10335,exposed,0,Samsung,101,6,1.0
10336,exposed,16,Samsung,154,6,0.0
10337,exposed,0,Apple,176,15,1.0
10338,control,20,Apple,101,15,0.0
10339,exposed,22,Samsung,101,15,1.0
10340,control,1,Samsung,162,15,1.0
10341,exposed,1,Google,101,6,1.0
10342,exposed,6,Google,101,6,1.0
10343,exposed,19,Google,101,6,1.0
10344,exposed,18,Samsung,101,6,1.0
10345,exposed,3,Apple,101,15,1.0
10346,control,6,Apple,101,15,1.0
10347,exposed,15,Google,101,6,1.0
10348,control,2,Apple,101,15,0.0
10349,control,21,Apple,101,5,0.0
10350,exposed,0,Samsung,101,6,1.0
10351,exposed,19,Apple,101,15,1.0
10352,exposed,8,Apple,173,7,0.0
10353,exposed,16,Google,101,15,1.0
10354,exposed,21,Samsung,101,6,1.0
10355,exposed,11,Samsung,101,6,0.0
10356,control,11,Apple,101,15,1.0
10357,control,20,Apple,101,15,0.0
10358,control,6,Apple,101,7,0.0
10359,exposed,20,Google,101,6,1.0
10360,exposed,5,OnePlus,162,6,0.0
10361,exposed,3,Samsung,101,6,1.0
10362,exposed,4,Samsung,101,6,1.0
10363,exposed,23,Apple,101,7,0.0
10364,exposed,15,Google,101,6,0.0
10365,exposed,18,Apple,101,7,0.0
10366,exposed,16,Apple,101,6,1.0
10367,exposed,12,Google,101,6,1.0
10368,exposed,12,Samsung,101,6,1.0
10369,control,6,Apple,101,15,0.0
10370,exposed,15,Samsung,101,6,1.0
10371,control,6,Apple,178,7,0.0
10372,control,0,Apple,101,15,0.0
10373,control,2,Apple,101,7,1.0
10374,exposed,4,Samsung,101,6,1.0
10375,control,13,Apple,101,7,1.0
10376,control,16,Apple,101,15,0.0
10377,exposed,15,Samsung,101,6,1.0
10378,exposed,23,Apple,101,6,0.0
10379,exposed,7,Samsung,101,6,1.0
10380,exposed,20,Google,101,6,1.0
10381,exposed,2,Samsung,101,6,0.0
10382,exposed,21,Google,101,6,0.0
10383,exposed,2,Google,101,6,1.0
10384,exposed,21,Apple,101,7,0.0
10385,exposed,22,Samsung,101,6,1.0
10386,exposed,2,Samsung,101,6,1.0
10387,exposed,23,Samsung,101,6,1.0
10388,exposed,10,Samsung,162,15,1.0
10389,exposed,12,Motorola,155,15,1.0
10390,exposed,20,Samsung,101,6,1.0
10391,control,2,Samsung,140,6,0.0
10392,exposed,4,Samsung,101,6,1.0
10393,control,19,Apple,101,7,1.0
10394,exposed,21,Google,101,6,0.0
10395,exposed,1,Google,101,6,0.0
10396,exposed,0,Samsung,101,6,1.0
10397,control,7,Apple,101,7,1.0
10398,exposed,17,Apple,101,15,0.0
10399,control,1,Apple,101,7,0.0
10400,exposed,4,Samsung,101,6,1.0
10401,control,2,Apple,101,7,0.0
10402,exposed,13,Samsung,101,6,1.0
10403,control,22,Apple,101,7,0.0
10404,control,2,Apple,101,15,0.0
10405,exposed,15,Samsung,162,6,1.0
10406,exposed,14,Samsung,101,6,1.0
10407,exposed,1,Samsung,101,6,1.0
10408,control,9,Apple,101,6,0.0
10409,exposed,3,Google,101,6,1.0
10410,control,7,Apple,101,15,0.0
10411,control,2,Apple,101,7,0.0
10412,control,8,Apple,174,7,0.0
10413,exposed,15,Samsung,101,6,1.0
10414,exposed,1,Google,101,6,1.0
10415,control,4,Apple,178,7,0.0
10416,control,11,Apple,101,7,0.0
10417,exposed,23,OnePlus,162,6,0.0
10418,exposed,13,Samsung,101,6,0.0
10419,control,10,Apple,173,6,0.0
10420,exposed,8,Google,101,6,1.0
10421,exposed,2,Apple,101,7,1.0
10422,exposed,18,Samsung,101,6,1.0
10423,exposed,5,Samsung,101,6,1.0
10424,exposed,23,Apple,101,7,0.0
10425,exposed,4,Samsung,162,15,0.0
10426,control,5,Apple,178,7,0.0
10427,control,19,Apple,101,15,0.0
10428,control,1,Apple,101,15,0.0
10429,control,15,Apple,101,7,0.0
10430,exposed,4,Google,101,6,1.0
10431,exposed,4,Google,101,6,1.0
10432,exposed,2,TCL,156,6,1.0
10433,exposed,1,Google,101,6,1.0
10434,exposed,10,LG,155,6,1.0
10435,control,0,Apple,101,15,0.0
10436,control,4,Apple,101,7,0.0
10437,exposed,18,Apple,173,15,1.0
10438,exposed,6,Samsung,101,6,1.0
10439,exposed,10,Samsung,101,6,0.0
10440,exposed,10,Google,101,6,1.0
10441,control,21,Apple,101,7,0.0
10442,control,9,Apple,101,7,1.0
10443,control,17,Apple,174,7,0.0
10444,exposed,1,Apple,101,15,1.0
10445,exposed,21,Samsung,101,6,1.0
10446,control,0,Apple,101,7,0.0
10447,exposed,14,Google,101,6,0.0
10448,control,23,Apple,178,7,1.0
10449,exposed,16,Apple,101,15,0.0
10450,exposed,1,Amazon,141,6,0.0
10451,control,9,Apple,101,15,0.0
10452,control,5,Apple,101,6,0.0
10453,exposed,21,Samsung,101,6,1.0
10454,control,19,OnePlus,162,6,1.0
10455,exposed,22,Samsung,101,6,1.0
10456,control,4,Apple,101,7,0.0
10457,exposed,3,Google,101,6,1.0
10458,exposed,18,Samsung,162,15,1.0
10459,control,8,Apple,178,7,0.0
10460,exposed,14,Samsung,101,6,1.0
10461,exposed,23,Apple,101,15,0.0
10462,control,17,Apple,178,7,0.0
10463,exposed,13,Samsung,101,6,0.0
10464,control,12,Apple,101,7,0.0
10465,control,15,Apple,101,15,0.0
10466,control,14,Apple,178,7,0.0
10467,exposed,0,Samsung,101,6,1.0
10468,exposed,18,Google,101,6,0.0
10469,exposed,11,Samsung,162,6,0.0
10470,control,2,Samsung,156,15,1.0
10471,exposed,19,Samsung,101,6,1.0
10472,exposed,1,Samsung,101,6,1.0
10473,exposed,1,Samsung,101,6,1.0
10474,exposed,7,Google,101,6,0.0
10475,exposed,1,LG,162,15,1.0
10476,exposed,5,Samsung,101,6,1.0
10477,exposed,17,Apple,101,7,1.0
10478,exposed,4,Samsung,101,6,1.0
10479,exposed,12,Google,101,6,1.0
10480,exposed,4,Apple,101,7,0.0
10481,exposed,7,Samsung,154,6,0.0
10482,exposed,6,Samsung,101,6,1.0
10483,exposed,2,Samsung,140,15,0.0
10484,exposed,2,Google,101,6,1.0
10485,control,20,Amazon,155,6,0.0
10486,exposed,14,Samsung,101,6,1.0
10487,control,2,Apple,173,6,0.0
10488,exposed,9,Google,101,6,1.0
10489,control,22,Apple,101,6,0.0
10490,control,2,Apple,178,7,0.0
10491,exposed,2,Apple,101,15,0.0
10492,control,0,Apple,101,15,0.0
10493,exposed,14,Google,101,6,1.0
10494,exposed,0,Google,101,6,1.0
10495,control,7,Apple,174,7,1.0
10496,exposed,19,Google,101,6,1.0
10497,exposed,0,Samsung,101,15,0.0
10498,exposed,2,Samsung,101,6,1.0
10499,exposed,0,Google,101,6,1.0
10500,control,10,Apple,101,7,1.0
10501,exposed,23,Apple,101,7,0.0
10502,exposed,2,Apple,180,7,0.0
10503,exposed,22,Amazon,155,6,0.0
10504,exposed,18,Samsung,101,6,1.0
10505,exposed,3,Google,101,6,1.0
10506,exposed,1,Samsung,101,15,0.0
10507,control,12,Samsung,162,6,0.0
10508,exposed,2,Google,101,6,0.0
10509,exposed,15,Apple,101,7,0.0
10510,exposed,0,Samsung,162,6,1.0
10511,exposed,15,Google,101,6,1.0
10512,exposed,4,Samsung,101,6,1.0
10513,exposed,2,Samsung,101,6,1.0
10514,control,15,Apple,101,15,1.0
10515,control,21,Apple,101,7,0.0
10516,exposed,20,Apple,101,7,0.0
10517,exposed,3,Samsung,155,6,0.0
10518,exposed,12,Samsung,101,6,1.0
10519,exposed,4,Samsung,101,6,1.0
10520,control,3,Apple,101,7,0.0
10521,exposed,4,Samsung,101,6,1.0
10522,control,4,Apple,101,15,0.0
10523,control,3,Apple,166,7,1.0
10524,control,4,Apple,101,7,0.0
10525,exposed,19,Google,101,6,1.0
10526,control,8,Apple,101,7,0.0
10527,exposed,18,Samsung,101,6,0.0
10528,exposed,4,Google,101,6,1.0
10529,control,10,Apple,101,7,1.0
10530,control,1,Apple,173,15,0.0
10531,exposed,14,Samsung,101,6,1.0
10532,exposed,6,Samsung,101,15,1.0
10533,control,4,Apple,101,7,0.0
10534,control,5,Motorola,155,6,0.0
10535,exposed,8,Apple,178,7,0.0
10536,control,14,Apple,101,7,0.0
10537,control,14,Apple,101,15,0.0
10538,exposed,4,Google,101,6,1.0
10539,control,20,Apple,101,7,0.0
10540,exposed,1,Samsung,162,6,0.0
10541,exposed,13,Samsung,156,15,0.0
10542,exposed,10,Apple,101,15,1.0
10543,exposed,18,Samsung,101,6,1.0
10544,control,3,Apple,101,7,0.0
10545,control,0,Apple,101,7,0.0
10546,exposed,7,Samsung,162,15,1.0
10547,control,16,Apple,101,7,0.0
10548,control,13,Apple,175,15,0.0
10549,control,2,Apple,101,7,0.0
10550,control,13,Apple,174,7,0.0
10551,control,2,Apple,101,7,0.0
10552,exposed,17,Samsung,101,6,1.0
10553,exposed,13,Samsung,101,15,1.0
10554,exposed,9,Motorola,156,6,0.0
10555,control,8,Apple,101,15,0.0
10556,exposed,4,Samsung,101,6,1.0
10557,exposed,3,Google,101,6,0.0
10558,exposed,12,Google,101,6,1.0
10559,exposed,0,Samsung,156,15,1.0
10560,control,3,Apple,101,7,0.0
10561,exposed,1,Samsung,101,6,1.0
10562,control,5,Apple,101,7,0.0
10563,exposed,19,Samsung,101,6,1.0
10564,control,0,Motorola,162,6,0.0
10565,control,0,Apple,101,15,0.0
10566,exposed,3,Motorola,154,6,1.0
10567,control,15,Apple,178,7,0.0
10568,exposed,0,Samsung,156,6,1.0
10569,exposed,3,Apple,101,7,0.0
10570,exposed,18,Google,101,6,1.0
10571,exposed,10,Samsung,101,6,0.0
10572,exposed,8,Samsung,101,6,1.0
10573,exposed,5,Samsung,101,6,1.0
10574,exposed,20,Samsung,101,6,0.0
10575,exposed,7,Google,101,6,1.0
10576,control,0,Apple,174,7,0.0
10577,exposed,16,Samsung,101,6,1.0
10578,exposed,16,Google,101,15,1.0
10579,exposed,11,Apple,101,7,0.0
10580,exposed,21,Samsung,101,15,1.0
10581,exposed,9,Apple,178,7,1.0
10582,exposed,23,Apple,101,7,0.0
10583,control,12,Apple,101,6,0.0
10584,exposed,15,Google,101,6,1.0
10585,control,1,Samsung,162,6,0.0
10586,control,23,Apple,173,7,1.0
10587,control,0,Apple,174,15,0.0
10588,control,0,Apple,101,6,0.0
10589,control,5,Apple,101,6,0.0
10590,exposed,21,Samsung,155,6,1.0
10591,exposed,14,Motorola,156,6,0.0
10592,exposed,2,Samsung,101,6,1.0
10593,exposed,18,Samsung,101,6,1.0
10594,control,2,Apple,101,7,0.0
10595,control,2,Apple,101,7,0.0
10596,control,18,Apple,101,7,0.0
10597,exposed,0,Motorola,156,15,1.0
10598,exposed,18,Apple,101,7,1.0
10599,exposed,11,Apple,173,7,0.0
10600,exposed,6,Google,101,6,1.0
10601,exposed,6,Samsung,101,6,1.0
10602,control,2,Apple,101,7,0.0
10603,exposed,9,Samsung,101,15,1.0
10604,exposed,5,Apple,166,15,0.0
10605,exposed,3,Samsung,101,6,1.0
10606,exposed,8,Google,101,6,1.0
10607,exposed,4,Google,101,6,1.0
10608,control,4,Samsung,162,6,0.0
10609,exposed,7,Google,101,6,1.0
10610,exposed,1,Samsung,155,6,1.0
10611,exposed,0,Google,101,6,1.0
10612,exposed,23,Apple,174,15,0.0
10613,control,2,Apple,101,7,0.0
10614,exposed,17,Google,101,6,1.0
10615,exposed,4,Samsung,101,15,1.0
10616,exposed,22,Google,101,6,0.0
10617,exposed,0,Samsung,101,6,1.0
10618,control,20,Apple,101,7,0.0
10619,exposed,20,Google,101,6,0.0
10620,exposed,16,Google,101,6,1.0
10621,exposed,3,Samsung,101,6,1.0
10622,control,19,Samsung,154,6,0.0
10623,control,21,Apple,101,15,0.0
10624,exposed,3,Samsung,101,6,1.0
10625,exposed,9,Samsung,162,6,1.0
10626,exposed,5,Apple,178,7,0.0
10627,exposed,2,Apple,101,7,0.0
10628,exposed,14,Samsung,101,6,1.0
10629,control,17,Apple,178,15,0.0
10630,exposed,0,Samsung,101,6,1.0
10631,exposed,12,Apple,101,7,0.0
10632,exposed,14,Samsung,155,15,0.0
10633,exposed,14,Samsung,101,6,1.0
10634,control,3,Apple,101,7,1.0
10635,control,4,Apple,178,6,0.0
10636,control,20,Apple,101,7,1.0
10637,control,1,Apple,178,15,1.0
10638,control,6,Apple,174,7,1.0
10639,control,20,Apple,101,7,0.0
10640,control,20,Apple,101,7,0.0
10641,control,3,Apple,101,7,0.0
10642,exposed,17,Google,101,6,0.0
10643,control,18,Apple,101,6,0.0
10644,exposed,1,Samsung,101,6,1.0
10645,exposed,5,Samsung,101,6,1.0
10646,exposed,12,Samsung,101,15,1.0
10647,exposed,15,Samsung,101,15,1.0
10648,control,0,Apple,178,6,0.0
10649,control,19,Apple,101,15,0.0
10650,control,13,Samsung,162,6,0.0
10651,exposed,5,Samsung,101,6,1.0
10652,exposed,17,Google,101,6,1.0
10653,exposed,1,Samsung,101,6,1.0
10654,exposed,4,Google,101,6,0.0
10655,exposed,18,Apple,101,7,0.0
10656,exposed,4,Samsung,101,15,1.0
10657,exposed,17,Samsung,101,15,1.0
10658,exposed,14,Samsung,101,6,0.0
10659,exposed,20,Samsung,162,6,1.0
10660,exposed,16,Samsung,101,6,0.0
10661,control,6,Apple,101,7,0.0
10662,exposed,19,Motorola,156,6,1.0
10663,exposed,10,Google,101,6,1.0
10664,exposed,0,LG,156,15,1.0
10665,exposed,19,Samsung,155,15,1.0
10666,exposed,16,Google,101,6,1.0
10667,control,15,Apple,101,15,0.0
10668,exposed,19,Motorola,156,15,0.0
10669,control,3,Apple,101,6,1.0
10670,exposed,3,Google,101,6,1.0
10671,exposed,19,Samsung,154,6,0.0
10672,exposed,13,0,155,6,0.0
10673,control,15,Samsung,156,6,0.0
10674,control,10,Apple,101,15,0.0
10675,exposed,0,Samsung,101,6,0.0
10676,exposed,21,Samsung,101,6,1.0
10677,exposed,5,Google,101,6,1.0
10678,exposed,2,Amazon,155,6,0.0
10679,control,5,Apple,101,7,0.0
10680,exposed,21,Samsung,101,6,1.0
10681,exposed,1,Samsung,179,6,1.0
10682,control,0,Apple,101,15,0.0
10683,exposed,9,Google,101,6,1.0
10684,control,23,Apple,101,15,0.0
10685,exposed,20,Samsung,101,6,1.0
10686,exposed,2,Samsung,101,15,1.0
10687,exposed,13,LG,155,15,1.0
10688,exposed,16,Samsung,101,6,1.0
10689,control,2,Samsung,101,6,1.0
10690,control,16,Apple,101,7,0.0
10691,control,3,Apple,101,7,0.0
10692,control,1,Apple,101,15,0.0
10693,exposed,3,Samsung,101,6,1.0
10694,control,7,Apple,178,7,1.0
10695,exposed,4,Samsung,101,6,1.0
10696,control,19,Apple,101,7,0.0
10697,exposed,3,Samsung,101,15,1.0
10698,exposed,7,Motorola,162,6,1.0
10699,exposed,23,Samsung,156,6,0.0
10700,exposed,14,Samsung,101,6,1.0
10701,exposed,6,Google,101,6,1.0
10702,exposed,3,Samsung,101,6,1.0
10703,exposed,4,Samsung,155,6,1.0
10704,exposed,3,Apple,176,7,1.0
10705,exposed,21,Samsung,101,6,1.0
10706,exposed,3,Google,101,6,1.0
10707,exposed,17,Samsung,101,15,0.0
10708,exposed,18,Google,101,6,1.0
10709,exposed,2,Samsung,156,6,1.0
10710,exposed,1,Samsung,101,6,1.0
10711,exposed,22,Samsung,162,6,0.0
10712,exposed,3,Apple,101,15,1.0
10713,exposed,22,Samsung,162,6,1.0
10714,exposed,17,Samsung,101,6,1.0
10715,exposed,14,Google,101,6,1.0
10716,exposed,23,Apple,175,7,0.0
10717,exposed,0,Google,101,6,1.0
10718,exposed,19,Samsung,162,15,1.0
10719,exposed,12,Samsung,101,6,0.0
10720,exposed,16,Samsung,101,6,0.0
10721,exposed,23,Apple,101,7,0.0
10722,control,4,Apple,101,7,0.0
10723,exposed,12,Xiaomi,162,6,1.0
10724,exposed,21,Samsung,101,6,0.0
10725,control,3,Apple,101,6,0.0
10726,exposed,21,Google,101,6,1.0
10727,exposed,19,Samsung,101,6,0.0
10728,control,1,Apple,101,15,1.0
10729,exposed,2,Samsung,101,6,1.0
10730,exposed,18,Samsung,101,6,1.0
10731,control,10,Apple,101,15,0.0
10732,exposed,2,Apple,151,7,0.0
10733,control,10,Apple,174,7,0.0
10734,exposed,3,Apple,101,15,0.0
10735,exposed,20,Samsung,101,6,1.0
10736,control,3,Apple,101,15,1.0
10737,exposed,18,Samsung,101,6,0.0
10738,control,5,Apple,101,7,0.0
10739,exposed,7,Apple,178,7,0.0
10740,exposed,18,Google,101,6,1.0
10741,control,3,Apple,101,15,0.0
10742,exposed,16,Apple,177,15,0.0
10743,exposed,17,Apple,101,7,0.0
10744,control,19,Apple,101,7,0.0
10745,exposed,12,Samsung,101,6,1.0
10746,exposed,3,Samsung,101,6,1.0
10747,control,1,Apple,101,15,0.0
10748,control,7,Apple,101,7,0.0
10749,exposed,2,Samsung,101,6,1.0
10750,control,0,Apple,178,7,1.0
10751,control,20,Apple,175,7,0.0
10752,control,11,Apple,175,6,0.0
10753,exposed,6,Samsung,162,6,0.0
10754,exposed,21,Samsung,101,6,1.0
10755,exposed,13,Apple,101,6,1.0
10756,exposed,19,Apple,177,15,0.0
10757,control,1,Apple,101,7,0.0
10758,control,2,Apple,178,7,0.0
10759,exposed,4,Samsung,101,6,1.0
10760,control,10,Apple,101,15,0.0
10761,exposed,11,Samsung,162,15,1.0
10762,control,14,Apple,101,7,0.0
10763,exposed,1,Google,101,6,1.0
10764,exposed,23,Apple,101,15,0.0
10765,control,1,Apple,101,7,1.0
10766,exposed,11,Samsung,162,6,0.0
10767,exposed,19,Google,101,6,1.0
10768,control,11,Apple,101,7,0.0
10769,exposed,4,Samsung,101,6,0.0
10770,control,18,Apple,101,6,0.0
10771,control,17,Apple,101,7,0.0
10772,exposed,20,Samsung,101,6,1.0
10773,control,0,Apple,101,7,0.0
10774,exposed,9,Samsung,156,6,0.0
10775,exposed,16,Samsung,162,6,0.0
10776,exposed,5,Google,101,6,0.0
10777,control,16,Apple,101,7,1.0
10778,exposed,13,Samsung,101,6,1.0
10779,control,2,Apple,101,6,0.0
10780,control,0,Apple,101,15,0.0
10781,exposed,13,Apple,101,7,1.0
10782,exposed,1,Samsung,101,6,0.0
10783,exposed,0,Samsung,162,6,1.0
10784,exposed,6,Google,101,6,1.0
10785,exposed,2,Samsung,156,6,1.0
10786,control,1,Apple,174,6,0.0
10787,exposed,12,Samsung,101,6,1.0
10788,exposed,0,Google,101,6,0.0
10789,exposed,20,Apple,101,7,0.0
10790,exposed,6,Samsung,101,6,1.0
10791,exposed,18,Samsung,156,15,1.0
10792,exposed,1,Samsung,101,15,1.0
10793,control,22,Samsung,162,6,1.0
10794,exposed,21,Samsung,162,6,1.0
10795,exposed,1,Samsung,101,15,1.0
10796,control,1,Apple,101,7,0.0
10797,exposed,15,Apple,101,15,1.0
10798,control,23,Apple,101,15,1.0
10799,exposed,4,Samsung,155,15,1.0
10800,control,20,Apple,101,7,0.0
10801,control,5,Apple,101,6,1.0
10802,exposed,1,Samsung,101,6,1.0
10803,exposed,16,Samsung,155,6,1.0
10804,exposed,13,Samsung,101,6,1.0
10805,control,1,Apple,101,6,0.0
10806,exposed,1,Samsung,101,6,1.0
10807,exposed,9,Apple,101,15,0.0
10808,exposed,11,Apple,101,15,1.0
10809,control,2,Apple,178,7,0.0
10810,control,21,Apple,101,6,0.0
10811,control,8,Amazon,155,6,0.0
10812,control,15,Apple,101,15,1.0
10813,exposed,6,Samsung,101,6,1.0
10814,control,2,Apple,101,7,0.0
10815,exposed,5,Samsung,162,6,1.0
10816,exposed,17,Samsung,101,15,1.0
10817,exposed,17,Samsung,101,6,1.0
10818,control,13,Apple,101,7,0.0
10819,exposed,2,Samsung,101,6,0.0
10820,control,3,Apple,101,7,0.0
10821,exposed,11,Samsung,101,15,0.0
10822,exposed,1,Samsung,101,6,1.0
10823,exposed,17,Samsung,101,6,1.0
10824,control,23,Samsung,162,6,0.0
10825,exposed,16,Google,101,6,1.0
10826,exposed,14,Apple,175,7,0.0
10827,exposed,11,Samsung,162,6,1.0
10828,exposed,18,Samsung,101,6,1.0
10829,exposed,9,Samsung,162,15,1.0
10830,exposed,14,Samsung,101,15,1.0
10831,exposed,21,Google,101,6,1.0
10832,control,5,Apple,101,7,1.0
10833,exposed,17,Google,101,6,1.0
10834,control,21,Apple,171,7,0.0
10835,control,3,Samsung,162,6,1.0
10836,exposed,6,Google,101,6,0.0
10837,control,6,Apple,101,6,0.0
10838,control,7,Apple,101,7,0.0
10839,control,12,Samsung,162,6,1.0
10840,control,20,Apple,178,15,0.0
10841,exposed,4,Samsung,101,15,1.0
10842,exposed,16,Google,101,6,1.0
10843,exposed,4,Samsung,101,6,0.0
10844,exposed,11,Samsung,101,6,1.0
10845,control,5,Apple,101,6,1.0
10846,exposed,0,Motorola,162,6,1.0
10847,control,15,Samsung,162,6,0.0
10848,exposed,19,Google,101,6,1.0
10849,exposed,8,Samsung,101,6,0.0
10850,exposed,4,Google,101,6,1.0
10851,exposed,11,Apple,101,15,1.0
10852,exposed,6,Google,101,6,1.0
10853,control,5,Apple,101,7,0.0
10854,control,23,Apple,101,7,0.0
10855,control,18,Apple,101,6,0.0
10856,control,0,Motorola,162,6,1.0
10857,exposed,16,Apple,101,7,1.0
10858,exposed,1,Samsung,101,6,1.0
10859,exposed,10,Google,101,6,0.0
10860,control,8,Apple,101,15,0.0
10861,control,18,Apple,101,6,0.0
10862,control,17,Apple,178,7,1.0
10863,control,21,Apple,101,15,0.0
10864,control,12,Samsung,155,6,1.0
10865,control,9,Apple,101,7,0.0
10866,exposed,5,Google,101,6,1.0
10867,control,16,Apple,101,15,0.0
10868,control,19,Apple,174,15,0.0
10869,control,17,Apple,101,6,0.0
10870,exposed,23,Apple,101,15,0.0
10871,exposed,6,Samsung,179,6,1.0
10872,exposed,1,Apple,175,7,1.0
10873,control,23,Apple,101,7,1.0
10874,exposed,23,Apple,101,15,0.0
10875,exposed,16,Apple,101,7,0.0
10876,exposed,9,Motorola,145,6,1.0
10877,exposed,12,Google,101,6,1.0
10878,control,20,Apple,174,15,0.0
10879,exposed,21,Samsung,101,6,1.0
10880,control,3,Amazon,155,6,0.0
10881,exposed,14,Google,101,6,0.0
10882,exposed,22,Samsung,101,6,1.0
10883,exposed,7,Apple,101,15,0.0
10884,exposed,1,Apple,101,15,0.0
10885,control,3,Apple,101,15,0.0
10886,control,4,Apple,101,7,0.0
10887,exposed,14,Samsung,101,6,1.0
10888,exposed,0,Samsung,101,6,1.0
10889,exposed,23,Samsung,101,6,0.0
10890,control,23,Samsung,162,6,0.0
10891,exposed,16,Google,101,6,1.0
10892,control,0,Apple,178,6,0.0
10893,exposed,11,Google,101,6,1.0
10894,control,19,Apple,101,7,1.0
10895,exposed,7,Google,101,15,1.0
10896,exposed,1,Apple,180,7,0.0
10897,exposed,18,Samsung,101,6,1.0
10898,exposed,21,Samsung,101,6,1.0
10899,exposed,19,Samsung,101,15,0.0
10900,exposed,12,Samsung,101,15,1.0
10901,exposed,5,Apple,176,7,0.0
10902,control,4,Apple,101,7,0.0
10903,exposed,14,Apple,178,7,0.0
